date,open,high,low,close,volume
20251201,8660,8750,8470,8490,71236
20251202,8560,8650,8360,8560,51748
20251203,8650,8680,8440,8540,55219
20251204,8590,8590,8150,8280,61655
20251205,8340,8340,8090,8250,37789
20251208,8250,8340,7940,8070,76519
20251209,8150,8400,8020,8060,56461
20251210,8090,8170,7890,8040,96567
20251211,8010,8280,7890,8200,92227
20251212,8200,8270,7900,8240,116136
20251215,8120,8270,7830,7830,131814
20251216,7830,8310,7720,8140,94702
20251217,8130,8250,7790,7840,88464
20251218,7810,7860,7560,7580,83070
20251219,7630,7810,7530,7590,34867
20251222,7580,7670,7400,7540,80786
20251223,8090,8180,7610,7690,143713
20251224,7670,7790,7570,7690,27607
20251226,7580,7710,7460,7700,103867
20251229,7620,7970,7550,7920,54740
20251230,7960,8090,7720,7910,44136
20260102,7960,8480,7960,8410,217745
20260105,8350,8630,8120,8400,109369
20260106,8400,8550,8190,8270,100630
20260107,8300,8400,8100,8140,46373
20260108,8140,8330,7910,8250,74382
20260109,8310,8320,8070,8140,41519
20260112,8140,8210,7990,8110,77972
20260113,8080,8180,7860,7870,110814
20260114,7890,7990,7780,7870,61023
20260115,8090,8090,7730,7750,93520
20260116,7720,8100,7500,8020,209692
20260119,8100,8250,7960,8120,102573
20260120,8120,8290,7900,8050,69448
20260121,7900,7930,7130,7470,221925
20260122,7650,7970,7450,7880,89004
20260123,7870,8080,7640,7940,99263
20260126,7960,8180,7600,8040,96159
20260127,7970,8150,7870,7970,85951
20260128,8040,8180,7900,7980,141778
20260129,7910,8070,7750,7970,101180
20260130,7970,7970,7650,7660,168136
20260202,7640,7770,7360,7390,141503
20260203,7450,7520,7270,7400,117217
20260204,7410,7580,7350,7430,107658
20260205,7910,7910,7340,7670,159510
20260206,7600,7750,7220,7500,127246
20260209,7500,7650,7400,7600,96051
20260210,7600,8670,7570,8120,535574
20260211,8120,8600,8060,8070,242613
20260212,8070,8280,7900,8260,106064
20260213,8310,8930,8260,8520,331596
20260219,8590,8900,8570,8860,183887
20260220,8890,8890,8060,8300,229778
20260223,8350,8440,8050,8250,134351
20260224,8110,8840,7890,8810,251206
20260225,9090,10260,8630,9900,942626
20260226,9920,9920,8840,9350,512343
20260227,9270,9650,8900,8950,176062
20260303,8950,10550,8750,9630,767903
20260304,9630,10700,9040,9430,727239
20260305,10000,10250,9530,10100,355793
