date,open,high,low,close,volume
20251201,125500,126900,124600,125600,30795
20251202,126200,128800,125000,128300,39877
20251203,128100,128100,126000,126800,18342
20251204,126200,127200,125000,126600,24361
20251205,126600,127100,125300,127100,21140
20251208,126600,126600,121000,123300,29505
20251209,123600,126900,122900,126500,34026
20251210,125300,126800,124400,124700,15009
20251211,124800,126000,123200,124000,41898
20251212,124700,124700,122500,123300,32483
20251215,122100,123200,121100,121500,25531
20251216,121500,123600,120500,122600,37941
20251217,121700,123700,121400,121600,20292
20251218,126900,126900,120600,121900,27687
20251219,121500,122400,119700,121000,42059
20251222,121900,124000,121200,123200,31371
20251223,122400,123800,121500,121500,25076
20251224,121200,121900,119000,119200,42353
20251226,119400,120000,117600,117600,36593
20251229,118100,121000,117000,120300,18769
20251230,119200,123000,119200,120800,29598
20260102,119900,123600,119900,122400,27534
20260105,123000,123000,118600,119500,44417
20260106,119000,121900,118800,121900,32472
20260107,120700,121300,118400,119300,32627
20260108,118200,120900,116800,120600,52171
20260109,120700,122100,119300,120000,31341
20260112,119300,119700,117600,118700,31389
20260113,118300,119000,117600,118600,27108
20260114,118100,120200,118000,118800,40697
20260115,118500,119700,117300,119700,39618
20260116,119700,121600,118900,119700,32781
20260119,119300,120100,115900,116300,69256
20260120,116100,118800,116000,118000,44811
20260121,117900,118000,114700,118000,58399
20260122,117100,120400,116300,120000,58469
20260123,120000,126500,118300,124900,103817
20260126,124900,128900,124000,127800,142994
20260127,126900,132600,126500,129900,92452
20260128,132100,138800,130300,138000,163428
20260129,137900,141100,132300,138600,129378
20260130,139700,140400,134300,134300,84613
20260202,130000,134100,128000,128000,72296
20260203,133000,133200,129400,131400,45704
20260204,131400,135500,130100,133200,51191
20260205,130600,135300,130000,131900,53048
20260206,129000,129900,123500,126400,44420
20260209,128200,131400,128200,130100,28537
20260210,130100,133600,130100,131700,26009
20260211,131100,132700,130700,131400,26236
20260212,131400,133500,130900,133300,35486
20260213,132400,132700,129500,130200,27703
20260219,131400,134900,128400,134300,70594
20260220,134000,134800,131400,132200,24672
20260223,133100,133300,130300,131500,33792
20260224,130600,132000,129900,131200,23819
20260225,131200,131900,129500,130900,34101
20260226,132200,132200,129100,129100,44338
20260227,126800,128800,126100,128800,38390
20260303,128500,133600,126000,126100,87273
20260304,122600,124600,113000,113000,98270
20260305,118900,125500,116400,120700,76678
