date,open,high,low,close,volume
20251201,4040,4150,3995,4080,58726
20251202,4050,4090,4030,4070,31387
20251203,4070,4150,4060,4070,63903
20251204,4045,4155,4045,4130,74182
20251205,4125,4180,4100,4165,60518
20251208,4175,4175,4100,4140,50514
20251209,4165,4165,4090,4130,28067
20251210,4130,4130,4075,4115,31610
20251211,4120,4355,4120,4345,223788
20251212,4320,4320,4155,4205,88832
20251215,4205,4205,4120,4200,102447
20251216,4130,4180,4065,4115,66185
20251217,4110,4180,4100,4180,16990
20251218,4175,4290,4085,4225,67273
20251219,4200,4285,4170,4230,61556
20251222,4205,4345,4205,4305,108461
20251223,4350,4425,4265,4285,205619
20251224,4290,4310,4200,4230,77237
20251226,4230,4310,4145,4170,48730
20251229,4180,4205,4140,4160,36842
20251230,4115,4250,4115,4155,56690
20260102,4165,4420,4165,4400,145342
20260105,4350,4450,4295,4350,106874
20260106,4350,4400,4265,4300,50928
20260107,4350,4350,4235,4295,115997
20260108,4295,4320,4200,4205,86208
20260109,4180,4320,4180,4230,31271
20260112,4210,4225,4140,4200,98762
20260113,4245,4245,4040,4115,110952
20260114,4115,4150,4060,4065,44475
20260115,4060,4110,4020,4070,57178
20260116,4025,4110,4020,4045,37738
20260119,4045,4080,4010,4045,51239
20260120,4045,4485,4025,4260,572233
20260121,4200,4215,4050,4110,77933
20260122,4120,4150,4070,4120,56490
20260123,4110,4220,4040,4220,82150
20260126,4210,4305,4210,4260,132411
20260127,4240,4330,4200,4250,164213
20260128,4220,4345,4220,4255,90920
20260129,4255,4315,4135,4260,91456
20260130,4270,4270,4075,4210,126276
20260202,4210,4245,4085,4110,119690
20260203,4115,4190,4075,4165,48608
20260204,4165,4300,4155,4210,74616
20260205,4210,4250,4150,4185,90698
20260206,4155,4260,4045,4195,77724
20260209,4200,4275,4155,4180,46646
20260210,4180,4250,4150,4185,100777
20260211,4190,4245,4120,4210,88526
20260212,4210,4230,4160,4190,43006
20260213,4190,4190,4065,4085,105782
20260219,4085,4120,4030,4080,116793
20260220,4145,4145,4025,4085,59390
20260223,4085,4190,4055,4185,122654
20260224,4150,4215,4125,4180,108919
20260225,4225,4225,4090,4110,97208
20260226,4060,4105,3940,3970,236537
20260227,3970,3980,3920,3925,87368
20260303,3910,4060,3810,3830,125626
20260304,3800,3830,3450,3500,242225
20260305,3500,3770,3500,3715,292696
