date,open,high,low,close,volume
20251201,14220,14410,13980,14110,413505
20251202,14090,14350,14030,14250,393215
20251203,14370,14500,14200,14350,284875
20251204,14310,14310,13820,13930,302349
20251205,13950,14210,13780,13940,316967
20251208,14080,14080,13710,13980,258893
20251209,13890,14150,13880,13970,218025
20251210,14040,14580,13970,14040,432020
20251211,14120,14290,13690,13690,1012901
20251212,13800,14300,13650,14300,477366
20251215,14050,14050,13710,13760,260246
20251216,13620,13760,13140,13150,343074
20251217,13200,13620,13150,13550,185551
20251218,13200,13460,13100,13260,134530
20251219,13400,13480,13200,13300,192696
20251222,13600,14300,13560,14280,575646
20251223,14270,14430,13210,13210,767107
20251224,13260,13370,12570,12710,959476
20251226,12710,13500,12710,13240,623295
20251229,13270,13570,13130,13440,275217
20251230,13350,13750,13320,13380,260783
20260102,13390,13880,13130,13730,203406
20260105,14230,14520,13910,14080,342480
20260106,14020,14440,13860,14440,329963
20260107,14510,14710,13870,14000,420992
20260108,13920,14060,13260,13260,272002
20260109,13310,13390,13000,13120,168226
20260112,13230,13260,12890,13050,239324
20260113,13100,13200,12760,12890,279234
20260114,12950,13200,12830,13150,260960
20260115,13160,13240,12970,13180,159851
20260116,13360,13930,13170,13260,290739
20260119,13130,13370,13000,13170,235366
20260120,13130,13190,12630,13100,312830
20260121,12810,12850,12450,12560,376728
20260122,12740,12800,12400,12680,375881
20260123,12810,13250,12620,13240,411620
20260126,13450,14170,13320,14040,787351
20260127,14310,15350,14160,15190,1301731
20260128,15450,16340,15310,16340,1196995
20260129,16780,17280,15710,16930,1235005
20260130,16800,18200,16600,17730,1282788
20260202,17170,18800,16950,17560,1081048
20260203,18350,18530,17010,17760,795756
20260204,17400,18300,17300,17880,503429
20260205,17160,17560,16830,16960,459889
20260206,16100,17700,15450,16980,697975
20260209,17640,18590,17510,18350,614857
20260210,18350,18500,17000,17650,387273
20260211,17520,17530,16300,16450,654226
20260212,16930,17050,16420,16820,403851
20260213,16450,16750,16290,16360,213730
20260219,16850,17350,16630,17170,442328
20260220,17000,17210,16700,16930,229207
20260223,17030,17100,15980,16060,361339
20260224,16110,16820,15960,16570,245313
20260225,16830,16830,16230,16320,213855
20260226,16800,17150,16310,16560,409239
20260227,16080,16320,15710,15930,312093
20260303,15390,16140,14760,14760,542790
20260304,14300,14450,12470,12510,508127
20260305,13500,14700,13330,14030,523417
