date,open,high,low,close,volume
20251201,14530,15240,14510,14730,465606
20251202,14730,14800,14310,14800,248828
20251203,14840,15230,14770,15050,359433
20251204,15060,15110,14530,14620,294759
20251205,14650,14790,14440,14770,249765
20251208,14770,15360,14570,14770,536778
20251209,14780,14870,14490,14500,283545
20251210,14500,14850,14450,14750,319168
20251211,14850,15680,14850,15340,1284771
20251212,15410,15550,14240,14420,1151663
20251215,14410,14560,14050,14180,417882
20251216,14170,14850,14020,14440,673979
20251217,14450,14970,14170,14200,344133
20251218,14000,14390,13700,14320,286603
20251219,14400,14890,14210,14400,317385
20251222,14550,14720,14410,14590,279407
20251223,14570,14770,14150,14320,277325
20251224,14320,14550,14200,14280,182248
20251226,14200,14330,13950,13950,236489
20251229,13950,14180,13730,14080,227905
20251230,14000,14140,13880,14040,160690
20260102,14040,14280,13930,13940,209131
20260105,14000,14000,13780,13810,171061
20260106,13830,13870,13630,13700,191164
20260107,13830,13830,13440,13570,177242
20260108,13490,13610,13100,13200,180180
20260109,13110,13270,13000,13080,130888
20260112,13130,13240,13000,13080,114302
20260113,13040,13150,12700,13090,164298
20260114,13100,13220,12940,12990,102443
20260115,12990,12990,12600,12900,156968
20260116,12900,12920,12640,12740,175302
20260119,12740,12740,12500,12600,190701
20260120,12550,12960,12540,12780,156227
20260121,12620,12660,12090,12170,231527
20260122,12370,12370,12000,12310,169511
20260123,12310,12720,12210,12710,204617
20260126,12810,13220,12650,12950,249318
20260127,13040,13070,12810,12990,140677
20260128,13310,13610,13140,13240,316218
20260129,13150,13540,12880,13310,209350
20260130,13200,13280,12870,13010,188528
20260202,12950,13020,12520,12590,171129
20260203,12800,12920,12610,12890,119728
20260204,12750,13000,12730,12910,141320
20260205,13160,13350,12820,12970,189712
20260206,12700,13200,12310,12620,212293
20260209,12680,12980,12590,12650,151849
20260210,12650,13000,12630,12940,170364
20260211,12900,12980,12680,12700,107232
20260212,12760,12840,12540,12800,128340
20260213,12720,12720,12460,12580,123144
20260219,12590,12800,12410,12730,161349
20260220,12620,12760,12480,12500,160341
20260223,12490,12840,12420,12600,199107
20260224,12730,12740,12550,12600,156477
20260225,12640,12660,12410,12430,185554
20260226,12460,12480,12130,12130,237683
20260227,12830,12950,12160,12230,401721
20260303,11810,11940,11300,11300,251464
20260304,10550,10980,9700,10150,319334
20260305,10370,11280,10370,11100,185482
