date,open,high,low,close,volume
20251201,13350,13750,13220,13400,169978
20251202,13360,13510,13230,13420,87243
20251203,13420,13600,13190,13510,101741
20251204,13630,13950,13250,13380,132349
20251205,13570,13990,13380,13670,144106
20251208,13670,13840,12900,13140,245486
20251209,13140,13380,12990,12990,65906
20251210,13000,13100,12780,12820,75084
20251211,12940,13100,12690,12910,96416
20251212,12930,13020,12670,12920,95710
20251215,12920,13270,12100,12980,93769
20251216,12990,13160,12500,13050,83006
20251217,13070,13600,13030,13400,173299
20251218,13240,13260,12870,12990,88200
20251219,13010,13320,12920,13050,78992
20251222,13260,14120,13260,13750,288272
20251223,13800,13820,13090,13090,145205
20251224,13120,13220,12500,12550,159702
20251226,12540,12660,12210,12350,111214
20251229,12310,13110,12310,12970,119762
20251230,13040,13150,12690,12850,41642
20260102,12870,13990,12870,13560,228580
20260105,13410,13560,13040,13090,146047
20260106,13090,13100,12900,13000,79379
20260107,12930,13880,12750,13370,282119
20260108,13380,13740,13180,13520,128394
20260109,13550,13550,12840,12920,146385
20260112,12920,13280,12830,12880,122385
20260113,12880,13050,12650,12770,102213
20260114,12770,12810,12300,12330,180020
20260115,12340,12400,12090,12210,95489
20260116,12210,12210,11910,12030,133655
20260119,12020,12020,11010,11170,410044
20260120,11190,11570,11010,11220,137934
20260121,11010,11270,10650,10880,154307
20260122,10880,11080,10550,10920,123929
20260123,10930,11590,10880,11530,118901
20260126,11540,12100,11470,11940,140532
20260127,11940,11990,11710,11860,106330
20260128,11850,11930,11530,11650,159403
20260129,11500,11820,11090,11700,232481
20260130,11750,11810,11220,11300,158819
20260202,11270,11380,10730,10830,174968
20260203,10870,11250,10830,11250,104298
20260204,11150,11320,11090,11320,119362
20260205,11290,11650,11100,11260,140496
20260206,11220,11690,10820,11650,204105
20260209,11700,12340,11660,11810,168524
20260210,11900,12790,11890,12570,299675
20260211,12700,12720,12140,12300,123449
20260212,12330,12330,11930,12000,109144
20260213,11880,12000,11580,11980,87095
20260219,11960,11960,10900,11450,236233
20260220,11430,11880,11300,11760,133572
20260223,11760,11940,11270,11550,146671
20260224,11570,11670,11350,11400,91883
20260225,11410,11500,11040,11130,167897
20260226,11130,11150,10850,10900,197235
20260227,10900,10900,10600,10650,154545
20260303,10560,10700,10140,10170,181992
20260304,10100,10100,9000,9140,312865
20260305,9880,10100,9610,10020,131853
