date,open,high,low,close,volume
20251201,1350,1448,1320,1397,180462
20251202,1399,1499,1397,1480,281449
20251203,1480,1587,1380,1430,379038
20251204,1430,1460,1250,1285,455560
20251205,1270,1271,1178,1219,747448
20251208,1214,1214,1115,1125,1073291
20251209,1125,1142,1019,1083,796309
20251210,1090,1090,1036,1068,217718
20251211,1068,1093,1061,1093,299761
20251212,1099,1099,1045,1062,165458
20251215,1062,1082,1015,1046,166125
20251216,1049,1050,993,1014,250676
20251217,1014,1032,991,1010,222436
20251218,991,1021,991,1002,101048
20251219,1002,1003,990,1000,80380
20251222,1000,1018,988,991,181726
20251223,991,991,810,904,1032447
20251224,909,921,880,914,199246
20251226,914,1005,889,950,458162
20251229,948,967,923,965,101544
20251230,965,1232,965,1108,2778709
20260102,1108,1113,1042,1076,526272
20260105,1086,1131,1039,1088,282345
20260106,1080,1084,1035,1035,121775
20260107,1054,1054,981,999,214871
20260108,999,1006,952,952,204692
20260109,953,1090,952,1010,381603
20260112,1012,1012,968,983,196652
20260113,967,967,871,918,488630
20260114,900,911,816,875,611637
20260115,875,886,847,866,146706
20260116,869,869,820,830,277824
20260119,841,861,738,775,1110756
20260120,775,846,775,777,759833
20260121,799,824,764,815,556229
20260122,807,815,774,788,251795
20260123,735,735,650,697,1802666
20260126,700,722,690,712,388422
20260127,714,768,706,738,376411
20260128,738,748,706,730,307585
20260129,730,753,711,740,186922
20260130,740,742,709,725,215264
20260202,725,725,694,696,269919
20260203,696,718,693,700,224860
20260204,705,717,679,683,267508
20260205,682,847,663,738,4380667
20260206,704,959,690,959,9848152
20260209,0,0,0,959,0
20260210,0,0,0,959,0
20260211,0,0,0,959,0
20260212,0,0,0,959,0
20260213,0,0,0,959,0
20260219,0,0,0,959,0
20260220,0,0,0,959,0
20260223,0,0,0,959,0
20260224,0,0,0,959,0
20260225,0,0,0,959,0
20260226,0,0,0,959,0
20260227,0,0,0,959,0
20260303,0,0,0,959,0
20260304,0,0,0,959,0
20260305,0,0,0,959,0
