date,time,open,high,low,close,volume
20260305,122500,192100.0,192100.0,192000.0,192100.0,7310
20260305,122600,192000.0,192200.0,191900.0,192100.0,63448
20260305,122700,192200.0,192500.0,192100.0,192200.0,71154
